search title,result title,mal_id,url,image,synopsis,6,7,8,9,10,11,12,13,14,15
D-Frag!,D-Frag!,14721,https://myanimelist.net/manga/14721/D-Frag,https://cdn.myanimelist.net/images/manga/1/188780.jpg?s=a507196244ca4e0a886b2f63f581abde,"Kenji Kazama—the leader of an eponymous three-man gang—plans to take over Fujou High and make his legend known to all. However, when his first act of delinquency misfires, he finds himself coerced int...",,,,,,,,,,
Dumbbell Nan Kilo Moteru?,Dumbbell Nan Kilo Moteru?,100539,https://myanimelist.net/manga/100539/Dumbbell_Nan_Kilo_Moteru,https://cdn.myanimelist.net/images/manga/1/187774.jpg?s=050645e226e5fc63e5c0168232d24805,"Sakura Hibiki is your average high school girl, with a voracious appetite. Noticing her clothes tightening in lieu of her slowly expanding waistline she decides to look into enrolling in the nearby gy...",,,,,,,,,,
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",105328,https://myanimelist.net/manga/105328/Gaikotsu_Kishi-sama_Tadaima_Isekai_e_Odekakechuu,https://cdn.myanimelist.net/images/manga/3/199736.jpg?s=ba6830c5fe02bbb3e124702e1edb505c,"One day, a gamer played video games until he fell asleep...and when he woke up, he found himself in the game world—as a skeleton! Equipped with the powerful weapons and armor of his avatar but stuck w...",,,,,,,,,,
Gal Gohan,Gal Gohan,103694,https://myanimelist.net/manga/103694/Gal_Gohan,https://cdn.myanimelist.net/images/manga/1/197704.jpg?s=3c998dafbc1e871f9d32135268e2d473,"Home Economics Teacher, Shinji Yabe, is asked by the biggest gal in school, Miku Okazaki, to help her ""bake cookies to give to the teachers."" The principal told her to do this, after she flunked every...",,,,,,,,,,
Genjitsu Shugi Yuusha no Oukoku Saikenki,Genjitsu Shugi Yuusha no Oukoku Saikenki,107795,https://myanimelist.net/manga/107795/Genjitsu_Shugi_Yuusha_no_Oukoku_Saikenki,https://cdn.myanimelist.net/images/manga/1/207420.jpg?s=5f028b42ecf173634d67a99eda7d1a4a,"""O, Hero!"" With that cliched line, Kazuya Souma found himself summoned to another world and his adventure—did not begin. After he presents his plan to strengthen the country economically and militaril...",,,,,,,,,,
Gleipnir,Gleipnir,93519,https://myanimelist.net/manga/93519/Gleipnir,https://cdn.myanimelist.net/images/manga/3/174385.jpg?s=cdf64f56ed3ba98bbdb309a3ac9257b3,"What does one consider to be a monster? A horrible bloodsucking vampire? Frankenstein's creation? Shuichi Kagaya has a secret. Other than having great grades and being skilled at sports, he isn’t what...",,,,,,,,,,
Goblin Slayer,Goblin Slayer,98720,https://myanimelist.net/manga/98720/Goblin_Slayer,https://cdn.myanimelist.net/images/manga/1/183163.jpg?s=ae8d342fae078babd93b95f8e6c3ca37,"In a world stalked by great beasts and frightening monsters, a more common creature is often overlooked: the goblin. While not as outright threatening as some of the larger nightmares out there, gobli...",,,,,,,,,,
Goblin Slayer Gaiden: Year One,Goblin Slayer Gaiden: Year One,109608,https://myanimelist.net/manga/109608/Goblin_Slayer_Gaiden__Year_One,https://cdn.myanimelist.net/images/manga/1/207520.jpg?s=203750dbbf5c6724120f4874b1d909d4,Prequel series revealing Goblin Slayer's past and the events which led him to become an adventurer with the one and only purpose of annihilating all goblins from the world.,,,,,,,,,,
Grand Blue,Grand Blue,70345,https://myanimelist.net/manga/70345/Grand_Blue,https://cdn.myanimelist.net/images/manga/2/166124.jpg?s=3a3e1279dd192ea90a32ff6bdfdbe4dc,"Among the seaside town of Izu's ocean waves and rays of shining sun, Iori Kitahara is just beginning his freshman year at Izu University. As he moves into his uncle's scuba diving shop, Grand Blue, he...",,,,,,,,,,
Hajimete no Gal,Hajimete no Gal,98938,https://myanimelist.net/manga/98938/Hajimete_no_Gal,https://cdn.myanimelist.net/images/manga/2/178631.jpg?s=af273a0abe058072d626c01e0854567f,"Spring. The ""season of love"" has arrived and it seems that finding himself a girlfriend was harder than Junichi believed. To break the status quo, Junichi's friends have forced him into confessing to...",,,,,,,,,,
Hiraheishi wa Kako wo Yumemiru,Hiraheishi wa Kako wo Yumemiru,98712,https://myanimelist.net/manga/98712/Hiraheishi_wa_Kako_wo_Yumemiru,https://cdn.myanimelist.net/images/manga/1/191228.jpg?s=5565db7f97ab3cdd9575ea873484f739,"It details the life of a mid-rank soldier who died at the very end of the war against the Demon Race. Fortunately for him, he wakes up to find that he's a baby again, in the embrace of his real mother...",,,,,,,,,,
"Ijiranaide, Nagatoro-san","Ijiranaide, Nagatoro-san",110737,https://myanimelist.net/manga/110737/Ijiranaide_Nagatoro-san,https://cdn.myanimelist.net/images/manga/3/207460.jpg?s=8f4be89c9b9c650537336335b9438af3,"High schooler Hayase Nagatoro loves to spend her free time doing one thing, and that is to bully her Senpai! After Nagatoro and her friends stumble upon the aspiring artist's drawings, they find enjoy...",,,,,,,,,,
Imamade Ichido mo Onnaatsukai sareta Koto ga Nai Onna Kishi wo Onnaatsukai suru Manga,Imamade Ichido mo Onnaatsukai sareta Koto ga Nai Onna Kishi wo Onnaatsukai suru Manga,113626,https://myanimelist.net/manga/113626/Imamade_Ichido_mo_Onnaatsukai_sareta_Koto_ga_Nai_Onna_Kishi_wo_Onnaatsukai_suru_Manga,https://cdn.myanimelist.net/images/manga/1/215499.jpg?s=1ab3cfb1700415123fa4d912dcc3e081,"Leo Cornelia, also known as the Undefeatable Holy Blade, is hailed as the strongest knight in all the land. It's precisely this strength that has barred anyone from treating her like a proper woman be...",,,,,,,,,,
Isekai Cheat Magician,Isekai Cheat Magician,104284,https://myanimelist.net/manga/104284/Isekai_Cheat_Magician,https://cdn.myanimelist.net/images/manga/2/197686.jpg?s=ef047375cfe725f8187b0b4cafb7b2be,"As regular high school students Taichi and Rin disappeared in a beam of light. When they came to, the two of them were already in a world of swords and magic. Finally getting away after experiencing a...",,,,,,,,,,
Isekai Mahou wa Okureteru!,Isekai Mahou wa Okureteru!,103364,https://myanimelist.net/manga/103364/Isekai_Mahou_wa_Okureteru,https://cdn.myanimelist.net/images/manga/1/198482.jpg?s=6e67e2425d16ffc92d0f41913a790a8e,"Felmenia Stingray was a genius magician. She quickly became the most distinguished magician of the Astel Kingdom after her discovery of white fire magic, which had the power to burn anything. However,...",,,,,,,,,,
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,91714,https://myanimelist.net/manga/91714/Isekai_Maou_to_Shoukan_Shoujo_no_Dorei_Majutsu,https://cdn.myanimelist.net/images/manga/3/200741.jpg?s=97fda2ead3ac5c3c2bbb3edd7aaca4f0,"An elite but socially-stunted gamer finds himself in another world, inhabiting the body of his character Diablo. Despite his powers, his awkwardness keeps getting in the way, so he decides to pretend...",,,,,,,,,,
Isekai Meikyuu de Harem wo,Isekai Meikyuu de Harem wo,106608,https://myanimelist.net/manga/106608/Isekai_Meikyuu_de_Harem_wo,https://cdn.myanimelist.net/images/manga/3/203707.jpg?s=efdcf8fd955661c21edebeab7f45aea5,"A man was about to commit suicide and decides to search for a way to die in the internet, but then he found an odd site that asked a lot of questions and had a point based system that allows you to cr...",,,,,,,,,,
Isekai Nonbiri Nouka,Isekai Nonbiri Nouka,110460,https://myanimelist.net/manga/110460/Isekai_Nonbiri_Nouka,https://cdn.myanimelist.net/images/manga/3/207454.jpg?s=3070496c83b63b7a6fc38fe68a2c77a3,"Having died of sickness at the age of 39, Machio Hiraku is given the opportunity to go to another world. When asked what his wish is by God intending to give him strength, he requests to have a health...",,,,,,,,,,
Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem,Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem,101243,https://myanimelist.net/manga/101243/Isekai_Shihai_no_Skill_Taker__Zero_kara_Hajimeru_Dorei_Harem,https://cdn.myanimelist.net/images/manga/1/189189.jpg?s=8cb1f018f6a3485b692d0f160150897f,"Konoe Yuuto is a genius martial artist who is summoned to a different world where slave trading is legal. There, using his ""Skill Taker"" cheat ability, he steals the abilities of monsters he defeats,...",,,,,,,,,,
Isekai Shoukan wa Nidome desu,Isekai Shoukan wa Nidome desu,115310,https://myanimelist.net/manga/115310/Isekai_Shoukan_wa_Nidome_desu,https://cdn.myanimelist.net/images/manga/3/219825.jpg?s=83c1cb02e1165fe25a2e9dd67262196d,"There was once a man who was summoned to another world, and saved it. Of course, he became too popular there, and turned into an isekai-normie. However, that man fell into a ""trap,"" and was forcibly r...",,,,,,,,,,
Jaryuu Tensei,Jaryuu Tensei,100923,https://myanimelist.net/manga/100923/Jaryuu_Tensei,https://cdn.myanimelist.net/images/manga/3/195684.jpg?s=f113bda90cee961099ece3b291eae6d9,"Death is the end... at least, that is the case for most people. After an ordinary salesman dies in a car crash caused by a couple making out, he is reincarnated in another world as a fierce and powerf...",,,,,,,,,,
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,90125,https://myanimelist.net/manga/90125/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,https://cdn.myanimelist.net/images/manga/3/188896.jpg?s=107a5af07f0e6992faa286f94596f231,"Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wea...",,,,,,,,,,
Kaifuku Jutsushi no Yarinaoshi,Kaifuku Jutsushi no Yarinaoshi,108197,https://myanimelist.net/manga/108197/Kaifuku_Jutsushi_no_Yarinaoshi,https://cdn.myanimelist.net/images/manga/1/208529.jpg?s=2492ba60f823a1e5051347ee127e8959,"Keyaru's tragedy began the moment he was granted the title of ""Healer Hero."" Although his healing ability was top tier, he lacked offensive capability, so his party deemed him a tool rather than a per...",,,,,,,,,,
Kami-tachi ni Hirowareta Otoko,Kami-tachi ni Hirowareta Otoko,111228,https://myanimelist.net/manga/111228/Kami-tachi_ni_Hirowareta_Otoko,https://cdn.myanimelist.net/images/manga/2/210959.jpg?s=998104977ef7d49a361c458615fd4fa0,"Ryouma Takebayashi dies in his sleep at the age of 39 after leading a life of misfortune. Taking pity on him, three deities offer him the chance to reincarnate in a world of magic where he has only ha...",,,,,,,,,,
"Kanojo, Okarishimasu","Kanojo, Okarishimasu",108407,https://myanimelist.net/manga/108407/Kanojo_Okarishimasu,https://cdn.myanimelist.net/images/manga/3/201707.jpg?s=8cdf3ecae8b96dd2c79f9cc7c6d82c66,"Dumped by his girlfriend, emotionally shattered college student Kazuya Kinoshita attempts to appease the void in his heart through a rental girlfriend from a mobile app. At first, Chizuru Mizuhara see...",,,,,,,,,,
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,111770,https://myanimelist.net/manga/111770/Kawaikereba_Hentai_demo_Suki_ni_Natte_Kuremasu_ka,https://cdn.myanimelist.net/images/manga/1/210069.jpg?s=dc2e250e0bd1024886dc6c92131a271a,"Kiryuu Keiki is an average high schooler living an average life, that is until a love letter and panties are left for him in the club room of the calligraphy club which he attends. With help from his...",,,,,,,,,,
Kenja no Mago,Kenja no Mago,99377,https://myanimelist.net/manga/99377/Kenja_no_Mago,https://cdn.myanimelist.net/images/manga/3/186273.jpg?s=b578db768f4039a350fe97ea67395916,"A young man who had surely died in an accident, was reborn in another world as a baby! After that, he was picked up by the patriot hero ""Sage"" Merlin Wolford and was given the name Shin. He was raised...",,,,,,,,,,
"Kouritsuchuu Madoushi, Daini no Jinsei de Madou wo Kiwameru","Kouritsuchuu Madoushi, Daini no Jinsei de Madou wo Kiwameru",94699,https://myanimelist.net/manga/94699/Kouritsuchuu_Madoushi_Daini_no_Jinsei_de_Madou_wo_Kiwameru,https://cdn.myanimelist.net/images/manga/1/186472.jpg?s=534b219913cda50f73b53f45683f497f,"Zeff Einstein spent his whole life mastering red magic and was finally recognized for it, yet a new spell that was soon created revealed that his talent for red magic was his lowest. Bitter at the tho...",,,,,,,,,,
Legend,Legend,92890,https://myanimelist.net/manga/92890/Legend,https://cdn.myanimelist.net/images/manga/3/180328.jpg?s=e832bc2abe9e58ccf1e61eaba959e8d4,"Living in the Tohoku countryside, Reiji Saeki lost his life in an accident during summer vacation. However, he found himself in a white world with a strange glowing orb in front of his eyes. The orb c...",,,,,,,,,,
Lv999 no Murabito,Lv999 no Murabito,106785,https://myanimelist.net/manga/106785/Lv999_no_Murabito,https://cdn.myanimelist.net/images/manga/1/204864.jpg?s=1d7469618626cd353afc81cbb34173a8,"In this world, the concept of levels exist. Other than those who live off defeating monsters, most people are only around level 1 to 5. What's more, not just anyone can go out to hunt monsters; it's h...",,,,,,,,,,
Magika no Kenshi to Basileus,Magika no Kenshi to Basileus,62769,https://myanimelist.net/manga/62769/Magika_no_Kenshi_to_Basileus,https://cdn.myanimelist.net/images/manga/1/143619.jpg?s=da45da8eff32138dd9d33fcb5e35375a,"Parallel to our dimension is a world filled with magic, home to a host of mystical beings and fantastical powers. Humanity has learned to harness these forces and bring forth that world's entities to...",,,,,,,,,,
Maken no Daydreamer,Maken no Daydreamer,98156,https://myanimelist.net/manga/98156/Maken_no_Daydreamer,https://cdn.myanimelist.net/images/manga/3/209449.jpg?s=9bcc4b0dc34cccf3b903e8a0fba71439,"The main character Minato is a college student who died in a plane crash and was reincarnated in a fantasy world. He was raised alone in the wilderness by his succubus mother, and now he tries to make...",,,,,,,,,,
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?","Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",113169,https://myanimelist.net/manga/113169/Maou_no_Ore_ga_Dorei_Elf_wo_Yome_ni_Shitanda_ga_Dou_Medereba_Ii,https://cdn.myanimelist.net/images/manga/2/212195.jpg?s=d181fdc5f33dc9e2f8c629a3472eeb6e,"Zagan is feared by the masses as an evil sorcerer. Both socially awkward and foulmouthed, he spends his days studying sorcery while beating down any trespassers within his domain. One day he's invited...",,,,,,,,,,
Mieruko-chan,Mieruko-chan,116790,https://myanimelist.net/manga/116790/Mieruko-chan,https://cdn.myanimelist.net/images/manga/3/217799.jpg?s=ca49bb2f693f5270ea5ccea972737726,"Miko Yotsuya is a typical high school student whose life turns upside down when she suddenly starts to see gruesome and hideous monsters. Despite being completely terrified, Miko carries on with her d...",,,,,,,,,,
Murabito desu ga Nani ka?,Murabito desu ga Nani ka?,104247,https://myanimelist.net/manga/104247/Murabito_desu_ga_Nani_ka,https://cdn.myanimelist.net/images/manga/1/197893.jpg?s=6191db6e956e6ec4a7f3d8cf213cf3ff,"Our protagonist was reincarnated in a world with goblin and dragon....but his optimal job is ""villager."" Using the cheat ""getting one chance to redo life after death"" he will show you what a villager...",,,,,,,,,,
Murenase! Seton Gakuen,Murenase! Seton Gakuen,106799,https://myanimelist.net/manga/106799/Murenase_Seton_Gakuen,https://cdn.myanimelist.net/images/manga/1/198434.jpg?s=1adfe0a8624e0a89417207d65e6a698b,"Seton Academy, a school full of animals where, thanks to population decline, there are fewer humans than any other creature. Mazama Jin, an animal hater and the only human male in his class, falls in...",,,,,,,,,,
Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Isekai Ittara Honki Dasu,70259,https://myanimelist.net/manga/70259/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,https://cdn.myanimelist.net/images/manga/2/181049.jpg?s=6a6a8e8d7024d6d6836447d9f6413a9b,"A 34-year-old NEET loses his life saving a stranger in a traffic accident, only to wake up to find himself reborn as the baby Rudeus Greyrat in a new world filled with magic. The child of the adventur...",,,,,,,,,,
Nande Koko ni Sensei ga!?,Nande Koko ni Sensei ga!?,100274,https://myanimelist.net/manga/100274/Nande_Koko_ni_Sensei_ga,https://cdn.myanimelist.net/images/manga/3/189194.jpg?s=6557bb390a5ffc311a95b8422993914b,"17-year-old Ichirou Satou is an average teenager who always happens to find himself in perverted situations with his teacher, Kana Kojima. Follow this erotic love comedy about their mishaps throughout...",,,,,,,,,,
